UUID,Site_Code,State_Key,District,Latitude,Longitude,Land_Use,Elevation_m,Slope_deg,Dist_to_Road_km,Pop_Density_sqkm,Land_Value_USD_sqm,Suitability_Score
8E0DEB71,IN-KAR-31A9,IND,Karnal,29.674865408172018,76.86698228256628,Residential,698.49,3.53,7.3,768,3317.94,48.74
629BB9DC,IN-KAR-4EF8,IND,Karnal,29.96472809907399,77.13297471546124,Industrial,272.9,5.5,4.36,302,4788.04,88.55
8D05E691,IN-KAR-52D8,IND,Karnal,29.74018368858829,76.77547989723074,Agricultural,758.77,1.08,1.15,1921,12381.51,81.3
2DC2AFDC,IN-KAR-3200,IND,Karnal,29.643753269204257,76.7280628679324,Agricultural,862.9,4.71,1.37,2105,11374.71,67.09
E6DED732,IN-KAR-CE21,IND,Karnal,29.741361014903337,77.12595427810143,Residential,590.7,9.86,6.36,756,3696.96,50.22
266B0615,IN-KAR-31CC,IND,Karnal,29.653081981412296,76.9804086737228,Industrial,600.42,2.74,5.73,2102,4557.97,50.14
8E3C4D62,IN-KAR-2B6E,IND,Karnal,29.608448607189064,76.88821769560747,Industrial,500.5,1.32,2.24,1058,8145.58,78.23
72CD33C0,IN-KAR-1620,IND,Karnal,29.85314348251925,76.87653398185185,Commercial,425.74,0.28,3.54,126,5552.57,87.47
E94850E6,IN-KAR-529B,IND,Karnal,29.67187612709063,76.9065009225298,Industrial,649.31,1.45,0.64,179,15344.61,79.97
F1D3FE23,IN-KUR-7AA4,IND,Kurukshetra,29.979418295645235,76.77517974107832,Industrial,589.41,2.22,1.03,786,12632.34,74.18
CDDCD421,IN-KUR-6ABF,IND,Kurukshetra,29.989298937480186,76.71085213804254,Industrial,361.08,1.11,2.84,1687,7180.94,89.65
A6BC3C7C,IN-KUR-D15F,IND,Kurukshetra,29.891847901200684,76.7908753861249,Commercial,695.99,5.43,5.57,2315,4731.34,57.72
00B58606,IN-KUR-B578,IND,Kurukshetra,30.045117856406847,77.01871920134506,Commercial,384.18,10.06,1.45,177,10290.61,93.49
DA388CBA,IN-KUR-9ED7,IND,Kurukshetra,29.92936090767491,76.54789573906503,Industrial,333.95,0.5,1.35,536,10852.46,76.43
36C31CE3,IN-KUR-3267,IND,Kurukshetra,30.08896569723276,76.67582213433754,Industrial,810.87,2.66,7.42,1531,3581.83,45.78
C6E45054,IN-KUR-55C3,IND,Kurukshetra,30.09805219999532,76.7150167225449,Industrial,472.48,0.76,1.59,2183,10539.46,71.91
B01F0CE2,IN-KUR-8669,IND,Kurukshetra,30.156869032709825,76.91716421508042,Industrial,380.46,5.09,2.7,766,7065.7,94.54
96B0A8D6,IN-KUR-0984,IND,Kurukshetra,30.144660864023148,76.70384337905138,Industrial,370.36,0.32,2.89,684,6701.18,71.86
0C074A86,IN-KUR-E396,IND,Kurukshetra,30.065597920697915,76.52209521446626,Agricultural,1179.87,6.29,7.02,1376,3667.08,50.04
26BEFEB7,IN-KUR-B887,IND,Kurukshetra,30.153740716612024,76.83149810786153,Industrial,249.12,2.72,2.97,715,6578.36,66.69
FC6EB491,IN-KUR-101C,IND,Kurukshetra,29.946939262375192,76.4897351621476,Industrial,536.32,4.59,2.47,2576,8234.36,94.79
121FE7FD,IN-KUR-98E2,IND,Kurukshetra,29.997573374666374,77.11780461825975,Commercial,997.86,13.14,1.81,123,8942.67,70.21
E554237A,IN-KUR-D174,IND,Kurukshetra,30.06372016727557,76.90971430554582,Commercial,337.23,3.42,4.66,799,4736.47,67.23
C6511702,IN-KUR-1CB0,IND,Kurukshetra,30.08570188987207,76.791270387935,Agricultural,399.78,7.35,2.46,337,7353.21,76.02
5269279F,IN-KUR-919C,IND,Kurukshetra,30.21148832030573,76.8772936358946,Agricultural,276.2,2.89,4.13,9924,8845.97,71.59
F656F999,IN-KUR-CCA7,IND,Kurukshetra,29.950459706053618,76.83958493033415,Residential,612.09,2.15,4.33,1152,5154.38,71.43
573D6CFA,IN-JIN-7C69,IND,Jind,29.6645456718011,76.01665637891543,Commercial,0.0,8.38,2.19,660,8103.43,72.59
8B86BE6E,IN-JIN-9DC4,IND,Jind,29.447985261961442,76.04296688741518,Industrial,345.98,3.12,4.77,1325,4863.2,70.34
51A8926C,IN-JIN-3D0B,IND,Jind,29.682845747686827,76.12336091318024,Residential,204.64,7.78,9.3,240,2524.12,30.42
61804C06,IN-JIN-3848,IND,Jind,29.400886512149757,76.12681163055358,Industrial,494.86,2.53,0.64,541,15439.34,69.5
E0712CAD,IN-JIN-5CF9,IND,Jind,29.671075550076786,76.14711424424428,Agricultural,199.17,2.23,0.8,1686,14558.71,90.43
DBB2B90A,IN-JIN-5D2A,IND,Jind,29.503242406891765,75.93842491089124,Commercial,381.69,1.03,1.61,420,9744.81,84.51
7615245E,IN-JIN-9D5E,IND,Jind,29.754368619076526,76.14207956021389,Residential,34.66,0.42,0.94,732,13196.73,82.47
CB19B79F,IN-JIN-89FA,IND,Jind,29.276890177576444,76.46222972368619,Residential,43.39,4.68,6.75,1110,3671.85,51.26
C6D6A7BF,IN-JIN-8E45,IND,Jind,29.324626265753327,76.43682237430104,Agricultural,254.84,6.65,3.69,1268,5836.71,81.55
A67B950B,IN-JIN-B720,IND,Jind,29.483614560130693,76.49435871097427,Agricultural,342.98,2.39,3.08,370,6279.17,69.03
F6AC684E,IN-JIN-4A1D,IND,Jind,29.625345364841653,76.11110348445374,Commercial,461.54,7.0,3.1,1405,6652.91,78.5
EAE4390A,IN-JIN-B201,IND,Jind,29.47381354677239,76.737598474483,Industrial,804.42,2.14,3.89,100,5150.55,71.16
2F1CDE5A,IN-JIN-D205,IND,Jind,29.258062160877905,76.57528600423488,Residential,183.76,2.47,1.76,156,9114.14,75.46
16144156,IN-PAN-4C12,IND,Panipat,29.302233067788503,77.15109105777246,Residential,157.06,1.07,5.83,100,3701.79,80.43
01127D3F,IN-PAN-4A3A,IND,Panipat,29.309013749042776,76.80035747891979,Commercial,1052.12,0.52,6.84,740,3482.97,47.13
020A2616,IN-PAN-227C,IND,Panipat,29.443009890449026,76.90198101343556,Residential,624.46,3.49,2.38,879,7750.31,87.95
8B21C517,IN-PAN-B701,IND,Panipat,29.205905534681342,77.13263215956991,Commercial,292.07,3.6,17.53,1555,1971.3,29.91
E3CDE7C0,IN-PAN-6E34,IND,Panipat,29.357504035119515,76.95058280046354,Residential,259.58,0.08,6.32,812,3739.76,48.28
7B53028B,IN-PAN-D1E6,IND,Panipat,29.29232409989925,76.98787436537681,Commercial,740.33,8.59,0.36,2032,19176.24,69.27
233F81C5,IN-PAN-A081,IND,Panipat,29.353789736904368,76.83989879610944,Commercial,395.56,1.02,0.99,185,12663.81,95.07
D95DD9BA,IN-PAN-2543,IND,Panipat,29.298050093860905,77.1210451560533,Industrial,774.44,2.3,2.06,447,8348.7,92.27
DE91CECF,IN-PAN-8B1C,IND,Panipat,29.354938006911937,77.0240517285072,Commercial,468.92,7.75,0.8,739,14211.8,69.89
19323FB2,IN-PAN-9CAB,IND,Panipat,29.37469029109656,76.76279970353194,Commercial,71.45,0.55,7.03,2052,3932.74,54.87
152A7319,IN-MAH-E6EC,IND,Mahendragarh,27.85591944111872,76.05220412732317,Agricultural,82.81,8.95,1.04,266,12339.82,78.71
133124E5,IN-MAH-2D92,IND,Mahendragarh,28.135464364005188,76.17007236486188,Industrial,834.71,2.05,1.76,770,9361.04,92.85
6473F4B1,IN-MAH-8E4F,IND,Mahendragarh,28.259910418032874,76.07165435866636,Industrial,483.35,0.24,0.73,2929,15630.92,71.8
1718FBFF,IN-MAH-BC0D,IND,Mahendragarh,28.25252008074177,76.14222351299627,Commercial,99.52,5.01,1.11,1625,12472.66,73.09
13D0877F,IN-MAH-A8CC,IND,Mahendragarh,28.08921148355895,76.14746904532593,Commercial,1010.25,4.32,4.04,2617,6005.11,79.5
6BD27A7E,IN-MAH-2BAE,IND,Mahendragarh,28.056766069682173,76.18073407189095,Industrial,125.07,8.03,3.72,853,5638.66,80.16
94E835FE,IN-MAH-4F22,IND,Mahendragarh,28.27114293355578,76.02847943199168,Industrial,814.83,3.51,4.57,480,4683.85,77.3
CD1C0E25,IN-MAH-83B1,IND,Mahendragarh,28.088683204019265,76.23017352987281,Agricultural,167.65,1.97,3.58,1069,5890.7,73.59
F3C8FF94,IN-MAH-7F2A,IND,Mahendragarh,28.03338710034793,76.34008242801356,Agricultural,3.33,9.06,2.77,540,6839.05,96.02
40F1DDE9,IN-MAH-FC6F,IND,Mahendragarh,28.307621339986632,76.27601250641692,Agricultural,732.94,0.37,2.29,2229,8494.55,68.93
AD63F318,IN-MAH-F76C,IND,Mahendragarh,28.19376875582143,76.1942122949361,Industrial,463.54,2.59,4.14,164,4925.61,86.93
2CE11184,IN-MAH-47E3,IND,Mahendragarh,28.29266967270496,76.22930358645623,Agricultural,76.71,0.88,2.36,1580,8075.04,97.12
60D7D076,IN-MAH-2A53,IND,Mahendragarh,28.335590966372667,76.0118431515579,Commercial,413.29,4.06,1.07,1556,12676.86,77.67
2F0C3454,IN-MAH-B16F,IND,Mahendragarh,28.38053822600768,76.17968281903505,Residential,1043.16,7.46,3.26,260,5972.81,87.27
41434F8F,IN-MAH-3CAF,IND,Mahendragarh,27.938609185008882,76.13756677656643,Industrial,558.64,6.07,0.39,283,18082.2,66.89
3F3D6075,IN-FAT-7862,IND,Fatehabad,29.610549400453326,75.35288753775605,Industrial,802.23,5.58,2.43,2265,8204.36,79.96
7067A2C1,IN-FAT-E73A,IND,Fatehabad,29.6118596113354,75.8792599442349,Residential,748.56,4.66,1.53,1099,10324.32,71.38
42B789B9,IN-FAT-CA2F,IND,Fatehabad,29.50966890850451,75.71519734313028,Agricultural,549.48,3.53,2.36,809,7763.14,95.57
50CC161A,IN-FAT-DFED,IND,Fatehabad,29.436262601558827,75.70522112495098,Residential,607.79,0.66,7.09,574,3319.99,45.76
72BE8230,IN-FAT-3D69,IND,Fatehabad,29.492328726988074,75.65321920445416,Residential,265.28,4.64,6.37,1836,4128.73,62.62
CAB7EBCA,IN-FAT-0F95,IND,Fatehabad,29.463813129797572,75.51520432143349,Commercial,591.59,1.86,2.29,4535,9423.76,92.37
1F06CB9D,IN-FAT-D3D6,IND,Fatehabad,29.65402779274465,75.76837359481769,Industrial,704.94,2.76,2.63,337,7025.29,85.37
F107DCD3,IN-FAT-87AF,IND,Fatehabad,29.61144455825651,75.89657828046873,Commercial,939.24,5.41,0.58,541,16085.19,81.7
4876EC68,IN-FAT-FA37,IND,Fatehabad,29.698020596881506,75.45478489987458,Residential,459.47,2.8,3.39,905,6061.84,79.68
4474DBE4,IN-FAT-2E3E,IND,Fatehabad,29.36027549665938,75.59041313827359,Residential,361.32,2.0,0.81,253,13922.07,77.88
543935EB,IN-FAT-76FD,IND,Fatehabad,29.684007107774093,75.35339384184844,Commercial,667.24,6.24,7.1,723,3375.69,53.13
1195E05A,IN-FAT-21A5,IND,Fatehabad,29.70234834045686,75.79346246123178,Commercial,298.12,4.6,2.42,2125,8150.17,96.82
50313C4F,IN-FAT-9369,IND,Fatehabad,29.745763302711243,75.43900909773795,Residential,516.79,7.29,5.8,275,3789.08,57.2
3BBC54CB,IN-FAT-2A07,IND,Fatehabad,29.727081475124148,75.75816981223014,Agricultural,386.09,6.4,0.33,173,18862.42,67.63
82CC0940,IN-FAT-8D3D,IND,Fatehabad,29.581400687888618,75.7477160591963,Commercial,704.11,6.62,2.23,398,7905.58,73.29
D81C0E33,IN-FAR-EF3D,IND,Faridabad,28.351078575014153,77.30947833148491,Commercial,631.05,4.57,2.74,1167,7160.4,83.18
4C7F92AA,IN-FAR-776D,IND,Faridabad,28.335207527662543,77.39778282434997,Residential,737.19,5.9,2.01,1646,8951.27,75.04
B0E88A65,IN-FAR-013C,IND,Faridabad,28.382664065984212,77.16029661826612,Residential,852.12,3.51,7.31,157,3069.62,62.35
D4D3E271,IN-FAR-F551,IND,Faridabad,28.463451195961987,77.31681715786804,Industrial,526.51,3.3,1.68,269,9447.77,79.54
A537C58E,IN-FAR-500D,IND,Faridabad,28.450340556790536,77.34884773740282,Residential,126.1,0.04,0.86,1653,14067.5,76.84
E321E3E7,IN-FAR-A5AA,IND,Faridabad,28.38700681581199,77.3886857229658,Commercial,372.92,0.74,1.38,2600,11560.53,69.43
878AFFF4,IN-FAR-348B,IND,Faridabad,28.462867237757358,77.27104170900931,Commercial,1080.75,3.38,0.87,640,13627.4,72.04
F79010FB,IN-FAR-68CF,IND,Faridabad,28.441193270873903,77.29481655007233,Agricultural,613.98,5.76,8.57,718,2900.8,47.56
709FC146,IN-FAR-5C4C,IND,Faridabad,28.34601560611281,77.47607984121218,Residential,255.61,3.92,1.95,2016,9291.87,72.18
8B262169,IN-FAR-4812,IND,Faridabad,28.303326221112385,77.33832340699519,Commercial,678.09,7.94,2.36,2163,8300.9,81.52
17239D75,IN-FAR-961A,IND,Faridabad,28.310810997896343,77.19315673836338,Residential,704.77,4.42,6.71,1510,3845.17,44.28
90A92230,IN-SIR-24B5,IND,Sirsa,29.71404865226662,74.72785270010131,Agricultural,532.33,0.1,3.55,430,5667.03,79.42
131A38E4,IN-SIR-7984,IND,Sirsa,29.890541946268097,74.95554739823824,Commercial,960.07,11.92,4.21,168,4863.05,79.76
978D8252,IN-SIR-1BD8,IND,Sirsa,29.759626941192295,74.9703801667251,Agricultural,164.45,4.23,1.52,540,10154.2,80.06
6F348F01,IN-SIR-BE4E,IND,Sirsa,29.607271935335305,75.07126083504598,Commercial,491.61,3.31,7.69,176,2948.51,59.75
059D5473,IN-SIR-7B3E,IND,Sirsa,29.897021889262447,74.70143903792032,Commercial,221.82,9.83,2.13,436,8167.99,76.7
315F1AD8,IN-SIR-238D,IND,Sirsa,29.464730918820187,74.59151921299399,Agricultural,836.58,9.09,0.84,301,13741.16,92.79
9D41F7C8,IN-SIR-2548,IND,Sirsa,29.867149243508827,74.8273470699605,Residential,336.14,3.92,1.58,100,9711.55,81.66
2A238BE6,IN-SIR-5FE6,IND,Sirsa,29.441732784812327,75.21583522702043,Residential,243.68,0.2,4.26,140,4806.29,92.29
24EBB33C,IN-SIR-1F12,IND,Sirsa,29.596828209673486,74.81463677306127,Agricultural,864.01,6.41,5.96,398,3750.8,60.2
6EF4FA0F,IN-SIR-156C,IND,Sirsa,29.628396497753844,74.75462881405788,Residential,741.22,4.9,4.16,1768,5555.3,88.39
D00648A3,IN-SIR-2170,IND,Sirsa,29.47539543852997,75.01209676938728,Commercial,352.54,7.35,6.34,4252,5109.2,58.93
74370D96,IN-SIR-6CDF,IND,Sirsa,29.61318287045742,74.72069398824218,Residential,790.54,3.07,5.46,621,4115.8,54.61
26648280,IN-SIR-E569,IND,Sirsa,29.618223437265048,74.66627079305654,Agricultural,506.27,2.24,2.62,1421,7478.87,67.29
F3855F8A,IN-HIS-D9F8,IND,Hisar,29.114793170542,75.86197920589738,Residential,535.5,11.0,5.31,193,4037.88,58.28
33486B04,IN-HIS-3F43,IND,Hisar,29.226290805275283,75.64416621974034,Industrial,633.13,0.39,1.89,530,8849.35,82.05
2EFF3C6E,IN-HIS-9AB3,IND,Hisar,29.390931614262726,76.20357601728563,Residential,526.65,2.72,3.32,1584,6415.18,66.79
AEFA2B7B,IN-HIS-C5B3,IND,Hisar,29.197435185401254,75.42144733570417,Industrial,166.07,0.26,4.91,156,4295.02,84.69
EAEE3FB9,IN-HIS-AB7F,IND,Hisar,29.377018681096843,75.83920799847905,Commercial,305.68,4.33,1.74,100,9147.54,75.14
F21AC6D8,IN-HIS-82E8,IND,Hisar,29.21019372527152,75.86953911400819,Commercial,227.26,1.74,2.11,230,8128.5,76.76
0125B309,IN-HIS-16AB,IND,Hisar,29.15616627380684,76.07284866994908,Residential,519.65,0.23,0.5,586,16937.33,95.46
1D2D2151,IN-HIS-3D55,IND,Hisar,29.294791955746422,75.68207018182972,Commercial,231.29,3.33,7.31,531,3219.71,37.76
FA9A14EB,IN-HIS-23CB,IND,Hisar,29.263901871495996,75.76376780583294,Industrial,284.94,3.78,1.33,2067,11558.46,87.66
F8C42589,IN-HIS-8AC3,IND,Hisar,29.129613823982826,75.43956546898856,Agricultural,941.47,1.04,6.51,569,3554.94,46.3
27B454A7,IN-HIS-78D4,IND,Hisar,28.970657004576893,75.72288211977036,Agricultural,435.79,2.81,1.83,572,9073.96,67.77
F772B290,IN-HIS-B608,IND,Hisar,29.15268750754594,75.78880144318912,Agricultural,828.94,0.42,4.65,279,4539.23,85.64
F6DD92ED,IN-HIS-DE26,IND,Hisar,29.322860290953,75.40418352109067,Agricultural,657.85,2.81,6.7,2315,4174.94,54.09
99BBB9EF,IN-REW-98EA,IND,Rewari,28.241520509973782,76.80575568774,Residential,335.95,2.56,3.6,6009,7834.59,82.51
C311D2A4,IN-REW-E159,IND,Rewari,28.409745232230005,76.54274091139555,Agricultural,592.23,8.33,3.09,1598,6759.09,91.04
754475B9,IN-REW-286C,IND,Rewari,28.297378867213176,76.51156192738559,Commercial,576.02,7.13,4.27,571,4972.99,82.18
64EB1B2E,IN-REW-1278,IND,Rewari,28.153145823972597,76.63693321604383,Industrial,283.6,1.17,1.37,192,10626.37,93.85
97F868A0,IN-REW-9E6D,IND,Rewari,28.20866378182131,76.5286554861834,Industrial,162.21,3.14,1.88,402,8851.83,73.41
7D130862,IN-REW-066B,IND,Rewari,28.174657691552426,76.7568945531054,Industrial,413.24,0.44,3.65,319,5509.02,81.65
7BAE2EE1,IN-REW-37E1,IND,Rewari,28.198936416720464,76.44355034991578,Industrial,479.24,1.22,8.56,1261,3120.53,43.02
44FE0637,IN-REW-CC2C,IND,Rewari,28.446884367121218,76.3449325242679,Industrial,513.45,7.69,5.34,566,4172.43,76.77
014224AE,IN-REW-76B2,IND,Rewari,27.99847301536389,76.59340013002684,Commercial,758.71,4.72,5.51,3123,5090.38,67.59
8F9B25B6,IN-REW-F230,IND,Rewari,28.436682199910337,76.41065790643857,Industrial,666.52,6.7,6.44,1645,4019.29,69.42
DEB37C91,IN-REW-6E28,IND,Rewari,28.187851676466966,76.61184833537673,Agricultural,385.52,3.14,0.63,1481,15958.95,90.75
C6FD4D6F,IN-REW-92BE,IND,Rewari,28.433282933683532,76.51383879769381,Commercial,0.0,0.3,2.71,452,6911.03,79.7
E663E701,IN-REW-9F76,IND,Rewari,28.171783901547155,76.4011087524177,Agricultural,86.23,9.46,2.3,517,7772.45,82.8
6077EFD9,IN-ROH-7CE5,IND,Rohtak,28.904497577627733,76.7130953916364,Commercial,404.77,5.72,7.07,1251,3597.74,38.39
72880E2F,IN-ROH-2627,IND,Rohtak,29.067121854973824,76.51071397506607,Commercial,536.59,0.23,3.16,1338,6551.23,88.68
29044971,IN-ROH-5B4A,IND,Rohtak,29.030095703554313,76.66832971706837,Agricultural,393.87,7.09,5.02,1956,4937.52,63.6
8B9821CC,IN-ROH-4DF0,IND,Rohtak,29.050648033312296,76.58593320280916,Agricultural,544.83,2.76,2.37,4287,9141.72,83.81
6EAD5565,IN-ROH-85F7,IND,Rohtak,28.814459612249074,76.50680522166012,Industrial,990.7,0.79,3.29,440,6000.64,88.62
12701A55,IN-ROH-0F67,IND,Rohtak,29.04760296330935,76.50646175605377,Residential,546.95,5.9,7.09,6937,5866.55,52.92
0C4985B6,IN-ROH-2AA0,IND,Rohtak,28.947767387615688,76.68368895839117,Residential,302.42,2.98,9.9,486,2487.66,34.07
84F6DB9B,IN-ROH-5937,IND,Rohtak,28.989470318774455,76.71499964068035,Agricultural,669.37,1.34,6.7,320,3374.71,53.41
D616075E,IN-ROH-74B3,IND,Rohtak,28.856919064063263,76.5527520270209,Commercial,823.35,9.99,5.91,845,3953.99,64.69
2ACB928F,IN-ROH-AD11,IND,Rohtak,28.899426821621745,76.36184578596882,Industrial,341.42,1.68,6.78,3825,4744.01,55.35
8EB3F57F,IN-ROH-7E19,IND,Rohtak,28.98324770797378,76.23689959819951,Residential,263.89,2.95,1.05,218,12285.36,96.12
C9D61001,IN-ROH-397F,IND,Rohtak,28.78223347021523,76.49850663885613,Commercial,653.74,5.33,7.61,568,3131.64,57.04
A42394F6,IN-ROH-0323,IND,Rohtak,28.923724811061376,76.5633392237123,Commercial,302.86,3.49,5.58,205,3884.36,76.37
4240AB3E,IN-ROH-278B,IND,Rohtak,28.927537054728283,76.380602814405,Agricultural,618.05,0.11,11.58,1782,2699.89,33.67
78E4E4FB,IN-AMB-9C8F,IND,Ambala,30.505908974126132,77.12732131678807,Agricultural,359.13,6.97,5.08,222,4201.77,66.2
933A9E98,IN-AMB-5CFB,IND,Ambala,30.453428746241364,76.9911635932256,Industrial,78.92,3.43,4.45,505,4786.55,86.88
E646655F,IN-AMB-5AB5,IND,Ambala,30.31970107531115,76.86360852960388,Agricultural,758.99,7.26,7.87,525,3028.37,45.72
2156FB95,IN-AMB-2301,IND,Ambala,30.379506806747024,77.17020777482986,Residential,451.3,2.74,5.83,100,3700.13,59.51
F2C78B8F,IN-AMB-40DC,IND,Ambala,30.39606558241957,77.0445753052913,Agricultural,432.79,3.35,1.76,425,9225.54,75.99
77464589,IN-AMB-AF89,IND,Ambala,30.278419449186273,76.78345625948081,Agricultural,499.23,4.36,1.88,1535,9302.89,68.46
362A86BF,IN-AMB-1D1D,IND,Ambala,30.243552892305697,77.12528982976065,Industrial,517.06,5.47,2.95,345,6466.52,86.86
1037BB92,IN-AMB-F0EA,IND,Ambala,30.33963368170675,77.16152037096971,Agricultural,631.05,5.19,2.35,216,7548.77,92.88
89BEADF4,IN-AMB-188B,IND,Ambala,30.218143628858662,76.9813006261081,Commercial,397.64,2.01,2.29,9190,11266.01,88.09
16E8EA3D,IN-AMB-716D,IND,Ambala,30.32977303311281,76.8882434952584,Residential,841.02,0.66,2.57,2503,8007.58,68.3
526D9EF9,IN-AMB-C93A,IND,Ambala,30.422990637161604,77.07680544196995,Residential,710.03,4.7,3.07,492,6333.77,90.36
E510C9C2,IN-AMB-DF44,IND,Ambala,30.466160545406908,77.11275801078611,Commercial,363.82,1.69,5.69,2120,4585.19,58.17
169EE065,IN-AMB-819A,IND,Ambala,30.283715100496668,76.91787827469857,Agricultural,822.68,4.71,9.22,407,2608.65,37.29
90FF7085,IN-AMB-AFE6,IND,Ambala,30.16815206683766,76.97306814961357,Industrial,716.56,0.34,4.48,112,4610.18,76.63
D3EB3EB3,IN-AMB-6AA3,IND,Ambala,30.266982169752303,76.9523046940543,Industrial,948.34,8.86,5.98,981,3973.22,57.11
82EDE17B,IN-AMB-5068,IND,Ambala,30.255359284696976,76.5863501845389,Residential,499.89,1.66,1.45,11217,14682.82,76.8
9586A4DA,IN-CHA-AF0E,IND,Chandigarh,30.770212732482644,76.77680874038754,Agricultural,980.38,3.83,1.69,599,9544.45,88.21
4CC348DA,IN-CHA-0A95,IND,Chandigarh,30.71539095920169,76.7459877917878,Industrial,628.94,0.57,0.64,654,15544.63,95.13
A4A4CE8C,IN-CHA-CBFD,IND,Chandigarh,30.705572169867633,76.73458479377881,Commercial,764.97,4.61,1.5,1864,10743.65,77.3
F7A9A1DE,IN-CHA-CD18,IND,Chandigarh,30.764345923409188,76.76595587414897,Industrial,397.71,1.61,1.58,565,9918.27,81.19
0808C1A3,IN-CHA-1392,IND,Chandigarh,30.760658813581692,76.71167092187099,Agricultural,825.18,0.41,2.57,2686,8077.84,87.29
80EB7819,IN-CHA-1CFC,IND,Chandigarh,30.665525336202105,76.80346780211504,Commercial,503.47,5.52,8.74,1522,3174.86,57.24
56097862,IN-CHA-C4FE,IND,Chandigarh,30.698230141172395,76.79707925015,Agricultural,1209.4,3.76,3.55,743,5793.83,65.69
2709FDD7,IN-CHA-35C2,IND,Chandigarh,30.71028110151271,76.73093404457745,Agricultural,728.96,6.45,0.39,466,18233.05,66.39
DF531F95,IN-CHA-0747,IND,Chandigarh,30.668957405651337,76.78242234108735,Industrial,785.09,0.39,2.91,904,6763.85,81.98
1ECD05EA,IN-CHA-53C9,IND,Chandigarh,30.773697913957303,76.75842268978963,Residential,921.44,0.52,3.88,1095,5558.64,87.29
F9A62744,IN-CHA-4353,IND,Chandigarh,30.72017515575859,76.76262132995498,Agricultural,380.19,4.85,0.53,1084,16747.06,77.06
A26DB1BA,IN-CHA-83C6,IND,Chandigarh,30.689386525723958,76.76480151520454,Industrial,690.59,3.73,16.26,282,1561.88,37.57
2E117039,IN-CHA-2418,IND,Chandigarh,30.690792371441493,76.75787062554595,Residential,437.49,0.47,1.41,289,10472.95,75.13
D6C59176,IN-CHA-FBE5,IND,Chandigarh,30.742289455169054,76.78800141671063,Agricultural,187.42,2.77,6.33,1587,4043.85,63.47
66790DD6,IN-CHA-6C92,IND,Chandigarh,30.668358284457895,76.78761623525975,Agricultural,378.8,2.2,13.23,632,2009.22,45.97
474364DA,IN-CHA-2437,IND,Chandigarh,30.710238828779108,76.80158461277436,Agricultural,356.11,5.48,2.7,156,6824.62,88.35
CFF2E82F,IN-CHA-3552,IND,Chandigarh,30.729949864209413,76.83207709314611,Residential,620.76,5.73,4.38,640,4904.7,85.39
80BE91B0,IN-NOR-803E,IND,North Goa,15.594304515879383,73.85696718456768,Residential,1043.68,1.35,3.64,717,5676.34,89.67
57C19DFC,IN-NOR-D367,IND,North Goa,15.538861668769135,73.8780091028823,Agricultural,637.01,0.93,2.1,1074,8483.4,71.47
3647B952,IN-NOR-073E,IND,North Goa,15.703630116795097,73.87823673216602,Residential,200.85,8.2,4.33,5640,6946.1,77.59
2842A1E0,IN-NOR-EFEC,IND,North Goa,15.362650747007512,74.08414532872789,Industrial,503.91,10.4,4.34,454,4864.82,68.69
E97E6505,IN-NOR-885C,IND,North Goa,15.706392540066297,73.7043701295306,Residential,491.13,1.99,3.07,2875,7286.78,82.73
54AF7498,IN-NOR-B0F9,IND,North Goa,15.672802900332401,74.18091512613651,Commercial,995.74,5.29,4.91,666,4494.15,68.18
4EBB17E5,IN-NOR-5B37,IND,North Goa,15.451681969113489,74.08436195894188,Industrial,1112.0,4.9,5.41,730,4192.68,51.49
C9CA4DCF,IN-SOU-F99F,IND,South Goa,15.192493834879459,74.01415582445252,Industrial,1059.32,0.52,6.01,591,3803.11,69.2
5A3D6E5C,IN-SOU-8FA9,IND,South Goa,15.216852565030477,74.24260871616958,Residential,521.73,7.87,2.65,3591,8285.75,77.84
7686C3ED,IN-SOU-492F,IND,South Goa,15.345334852631797,73.93224280560958,Commercial,485.69,3.01,0.47,1262,17538.24,80.42
6BDC995A,IN-SOU-03F9,IND,South Goa,15.20200053470902,73.98398032745122,Agricultural,186.56,0.18,1.59,6079,12071.52,89.87
E7E2267A,IN-SOU-D028,IND,South Goa,15.383951164035995,74.19250750072013,Agricultural,911.69,5.0,1.42,1369,10871.98,80.56
A28525F0,IN-SOU-0948,IND,South Goa,15.139057084381218,74.1150075270121,Industrial,629.71,0.22,3.04,271,6292.38,75.57
9A29A96D,IN-SOU-659A,IND,South Goa,15.012306644131648,74.23348874050848,Agricultural,334.68,5.59,12.23,474,2079.26,34.58
56BF86BF,IN-SOU-312B,IND,South Goa,15.086248034713194,74.12801267465885,Agricultural,630.27,0.14,3.19,100,6004.6,84.77
B0F6E990,IN-SOU-7A68,IND,South Goa,15.353750284173895,74.12665739575976,Agricultural,164.32,7.0,9.46,1121,2839.2,49.95
2F83CAF7,IN-SOU-2989,IND,South Goa,15.141508694096947,74.23571451249883,Agricultural,896.47,3.94,2.32,449,7712.28,88.86
DA5D9DAC,IN-SOU-D999,IND,South Goa,14.945037689444021,74.09018158416984,Commercial,427.78,5.11,2.1,732,8365.89,87.84
AEB71931,IN-SOU-88AD,IND,South Goa,15.368796504619944,74.23905340120751,Commercial,250.15,8.88,10.48,642,2434.35,29.19
